    date,close
2022-08-30,55645.15234375
2022-08-31,56496.8671875
2022-09-01,55266.61328125
2022-09-02,54414.91015625
2022-09-05,54036.3671875
2022-09-06,54036.3671875
2022-09-07,52995.38671875
2022-09-08,52616.84765625
2022-09-13,54982.7109375
2022-09-14,53752.4609375
2022-09-15,52995.38671875
2022-09-16,53184.65234375
2022-09-19,53373.921875
2022-09-20,52806.1171875
2022-09-21,52332.9453125
2022-09-22,51481.234375
2022-09-23,51575.859375
2022-09-26,51008.0625
2022-09-27,51291.9609375
2022-09-28,50061.71484375
2022-09-29,50119.8359375
2022-09-30,50596.2578125
2022-10-04,52597.24609375
2022-10-05,53359.5234375
2022-10-06,53645.37109375
2022-10-07,53550.08984375
2022-10-11,52787.8125
2022-10-12,53168.953125
2022-10-13,52597.24609375
2022-10-14,53645.37109375
2022-10-17,53931.23046875
2022-10-18,53835.94140625
2022-10-19,53168.953125
2022-10-20,52883.09765625
2022-10-21,53264.234375
2022-10-24,54788.796875
2022-10-25,54979.36328125
2022-10-26,56599.20703125
2022-10-27,56694.4921875
2022-10-28,54598.2265625
2022-10-31,56599.20703125
2022-11-01,57170.9140625
2022-11-02,56789.7734375
2022-11-03,56408.640625
2022-11-04,56599.20703125
2022-11-07,57361.484375
2022-11-08,58886.046875
2022-11-09,59076.609375
2022-11-10,57552.05859375
2022-11-11,59934.17578125
2022-11-14,58981.33203125
2022-11-15,59457.75
2022-11-16,59743.6015625
2022-11-17,58504.90625
2022-11-18,58886.046875
2022-11-21,58504.90625
2022-11-22,57742.625
2022-11-23,58123.765625
2022-11-24,58504.90625
2022-11-25,58123.765625
2022-11-28,57266.19921875
2022-11-29,57742.625
2022-11-30,59267.1796875
2022-12-01,59648.32421875
2022-12-02,57552.05859375
2022-12-05,57456.765625
2022-12-06,56408.640625
2022-12-07,56122.78515625
2022-12-08,56408.640625
2022-12-09,57552.05859375
2022-12-12,56694.4921875
2022-12-13,56885.0625
2022-12-14,57647.3359375
2022-12-15,56503.921875
2022-12-16,56694.4921875
2022-12-19,56694.4921875
2022-12-20,55836.9296875
2022-12-21,55265.21875
2022-12-22,56313.35546875
2022-12-23,55360.50390625
2022-12-26,55169.93359375
2022-12-27,55360.50390625
2022-12-28,54268.421875
2022-12-29,53021.97265625
2023-01-02,53213.734375
2023-01-03,53117.859375
2023-01-04,55418.98828125
2023-01-05,55802.51171875
2023-01-06,56569.55859375
2023-01-09,58199.5234375
2023-01-10,57911.890625
2023-01-11,58007.765625
2023-01-12,58007.765625
2023-01-13,58295.41015625
2023-01-16,58583.046875
2023-01-17,58487.171875
2023-01-18,57911.890625
2023-01-19,58966.57421875
2023-01-20,59254.21875
2023-01-25,60692.42578125
2023-01-26,61171.828125
2023-01-27,61938.87109375
2023-01-30,60692.42578125
2023-01-31,58870.6953125
2023-02-01,58487.171875
2023-02-02,60884.17578125
2023-02-03,60884.17578125
2023-02-06,59062.44921875
2023-02-07,59445.9765625
2023-02-08,60500.6640625
2023-02-09,60692.42578125
2023-02-10,60308.8984375
2023-02-13,60308.8984375
2023-02-14,60596.5390625
2023-02-15,59637.734375
2023-02-16,61075.94921875
2023-02-17,60021.2578125
2023-02-20,60117.13671875
2023-02-21,59541.85546875
2023-02-22,58583.046875
2023-02-23,59445.9765625
2023-02-24,58774.8125
2023-02-27,58007.765625
2023-02-28,58103.64453125
2023-03-02,58295.41015625
2023-03-03,58007.765625
2023-03-06,58966.57421875
2023-03-07,58199.5234375
2023-03-08,57816.0
2023-03-09,57624.2421875
2023-03-10,57048.96484375
2023-03-13,57528.36328125
2023-03-14,56569.55859375
2023-03-15,57336.60546875
2023-03-16,57432.48046875
2023-03-17,58774.8125
2023-03-20,57720.12109375
2023-03-21,57816.0
2023-03-22,58583.046875
2023-03-23,59733.625
2023-03-24,60404.78125
2023-03-27,59541.85546875
2023-03-28,60308.8984375
2023-03-29,60117.13671875
2023-03-30,60947.44921875
2023-03-31,61718.93359375
2023-04-03,60851.01953125
2023-04-04,61333.19140625
2023-04-05,61622.5
2023-04-06,60079.53125
2023-04-07,62683.30078125
2023-04-10,63358.34375
2023-04-11,63551.21484375
2023-04-12,63647.65625
2023-04-13,63744.08984375
2023-04-14,62779.73046875
2023-04-17,62972.6015625
2023-04-18,63261.91796875
2023-04-19,63165.47265625
2023-04-20,62972.6015625
2023-04-21,63358.34375
2023-04-24,62876.16796875
2023-04-25,61333.19140625
2023-04-26,61815.37890625
2023-04-27,62297.55078125
2023-04-28,63165.47265625
2023-05-02,63358.34375
2023-05-03,63069.04296875
2023-05-04,62779.73046875
2023-05-08,63551.21484375
2023-05-09,62972.6015625
2023-05-10,62297.55078125
2023-05-11,61911.80859375
2023-05-12,61815.37890625
2023-05-15,62201.1171875
2023-05-16,63069.04296875
2023-05-17,62683.30078125
2023-05-18,63840.52734375
2023-05-19,65962.1171875
2023-05-22,66058.5625
2023-05-23,65962.1171875
2023-05-24,66058.5625
2023-05-25,66347.859375
2023-05-26,67794.390625
2023-05-30,69723.1171875
2023-05-31,68855.1875
2023-06-01,68373.015625
2023-06-02,69626.671875
2023-06-05,69144.4921875
2023-06-07,68469.4453125
2023-06-08,68373.015625
2023-06-09,69433.8125
2023-06-12,68469.4453125
2023-06-13,69433.8125
2023-06-14,69337.375
2023-06-15,68951.6328125
2023-06-16,69240.9296875
2023-06-19,68662.3203125
2023-06-20,68855.1875
2023-06-21,67987.2734375
2023-06-22,68758.75
2023-06-23,69048.0625
2023-06-26,69819.5546875
2023-06-27,70012.421875
2023-06-28,70108.8671875
2023-06-29,70167.9765625
2023-06-30,69974.140625
2023-07-03,70749.4765625
2023-07-04,70749.4765625
2023-07-05,69780.3046875
2023-07-06,69392.6484375
2023-07-07,67745.046875
2023-07-10,67357.3828125
2023-07-11,69295.71875
2023-07-12,69683.3984375
2023-07-13,69683.3984375
2023-07-14,71137.140625
2023-07-17,71040.2265625
2023-07-18,69780.3046875
2023-07-19,69489.5625
2023-07-20,68811.1328125
2023-07-21,68132.71875
2023-07-24,68229.640625
2023-07-25,67841.96875
2023-07-26,67648.1328125
2023-07-27,69489.5625
2023-07-28,68423.4765625
2023-07-31,67648.1328125
2023-08-01,68908.0625
2023-08-02,67745.046875
2023-08-03,66678.953125
2023-08-04,66194.3671875
2023-08-07,66388.203125
2023-08-08,65515.953125
2023-08-09,66775.875
2023-08-10,65903.625
2023-08-11,65419.02734375
2023-08-14,65225.2109375
2023-08-16,64934.4609375
2023-08-17,64643.70703125
2023-08-18,64256.03125
2023-08-21,64546.78125
2023-08-22,64546.78125
2023-08-23,65031.37890625
2023-08-24,66097.453125
2023-08-25,65031.37890625
2023-08-28,64740.62890625
